#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
22,Mon Apr 29 16:31:23 EDT 2024,5,0,Assignment5OneClientSuite,A5TaggedClassesDefined , ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,8,0,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(0.0/20.0) , ,
22,Mon Apr 29 16:31:23 EDT 2024,5,0,Assignment5OneClientSuite,A5TaggedClassesDefined , ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,8,0,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(0.0/20.0) , ,
23,Mon Apr 29 16:46:47 EDT 2024,5,0,A5SpecificStyleSuite,A5TaggedClassesDefined , ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,9,0,true,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined , , ,A5ExpectedCalls-(0.0/20.0) A5ExpectedInterfaces-(0.0/5.0) A5ExpectedSignatures-(0.0/5.0) A5SpuriousCalls-(0.0/20.0) A5TaggedClassesDefined-(10.0/10.0) , ,
23,Mon Apr 29 16:46:47 EDT 2024,5,0,A5SpecificStyleSuite,A5TaggedClassesDefined , ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,9,0,true,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined , , ,A5ExpectedCalls-(0.0/20.0) A5ExpectedInterfaces-(0.0/5.0) A5ExpectedSignatures-(0.0/5.0) A5SpuriousCalls-(0.0/20.0) A5TaggedClassesDefined-(10.0/10.0) , ,
24,Mon Apr 29 16:49:11 EDT 2024,5,0,Assignment5OneClientSuite,A5TaggedClassesDefined ,GIPCRMIStaticArguments+ ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,9,1,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(17.5/20.0) , ,
24,Mon Apr 29 16:49:11 EDT 2024,5,0,Assignment5OneClientSuite,A5TaggedClassesDefined ,GIPCRMIStaticArguments+ ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,9,1,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(17.5/20.0) , ,
25,Mon Apr 29 16:49:18 EDT 2024,5,0,Assignment5OneClientSuite,A5TaggedClassesDefined ,GIPCRMIStaticArguments ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,9,2,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(17.5/20.0) , ,
25,Mon Apr 29 16:49:18 EDT 2024,5,0,Assignment5OneClientSuite,A5TaggedClassesDefined ,GIPCRMIStaticArguments ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,9,2,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(17.5/20.0) , ,
26,Mon Apr 29 17:00:48 EDT 2024,5,0,Assignment5TwoClientSuite,A5TaggedClassesDefined ,GIPCRMIStaticArguments ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,9,3,true,GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast ,GIPCRMIClientMetaStateBroadcast-(0.0/20.0) GIPCRMIClientMetaStateNoBroadcast-(0.0/20.0) GIPCRMIServerMetaStateBroadcast-(0.0/20.0) GIPCRMIServerMetaStateNoBroadcast-(0.0/20.0) GIPCRMITwoClientConnection-(0.0/20.0) GIPCRMITwoClientReadWriteNonAtomic-(0.0/20.0) , ,
26,Mon Apr 29 17:00:48 EDT 2024,5,0,Assignment5TwoClientSuite,A5TaggedClassesDefined ,GIPCRMIStaticArguments ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,9,3,true,GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast ,GIPCRMIClientMetaStateBroadcast-(0.0/20.0) GIPCRMIClientMetaStateNoBroadcast-(0.0/20.0) GIPCRMIServerMetaStateBroadcast-(0.0/20.0) GIPCRMIServerMetaStateNoBroadcast-(0.0/20.0) GIPCRMITwoClientConnection-(0.0/20.0) GIPCRMITwoClientReadWriteNonAtomic-(0.0/20.0) , ,
27,Mon Apr 29 18:04:45 EDT 2024,5,0,Assignment5OneClientSuite,A5TaggedClassesDefined ,GIPCRMIStaticArguments ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,10,0,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(17.5/20.0) , ,
27,Mon Apr 29 18:04:45 EDT 2024,5,0,Assignment5OneClientSuite,A5TaggedClassesDefined ,GIPCRMIStaticArguments ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,10,0,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(17.5/20.0) , ,
28,Mon Apr 29 18:19:46 EDT 2024,10,5,Assignment5OneClientSuite,A5TaggedClassesDefined GIPCRMIOneClientConnection+ ,GIPCRMIOneClientReadWriteNonAtomic+ GIPCRMIStaticArguments ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,11,0,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(20.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(15.0/20.0) GIPCRMIStaticArguments-(17.5/20.0) , ,
28,Mon Apr 29 18:19:46 EDT 2024,10,5,Assignment5OneClientSuite,A5TaggedClassesDefined GIPCRMIOneClientConnection+ ,GIPCRMIOneClientReadWriteNonAtomic+ GIPCRMIStaticArguments ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,11,0,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(20.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(15.0/20.0) GIPCRMIStaticArguments-(17.5/20.0) , ,
29,Mon Apr 29 18:31:55 EDT 2024,15,5,Assignment5TwoClientSuite,A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMITwoClientConnection+ ,GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments GIPCRMITwoClientReadWriteNonAtomic+ ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast , ,11,1,true,GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast ,GIPCRMIClientMetaStateBroadcast-(0.0/20.0) GIPCRMIClientMetaStateNoBroadcast-(0.0/20.0) GIPCRMIServerMetaStateBroadcast-(0.0/20.0) GIPCRMIServerMetaStateNoBroadcast-(0.0/20.0) GIPCRMITwoClientConnection-(20.0/20.0) GIPCRMITwoClientReadWriteNonAtomic-(17.5/20.0) , ,
29,Mon Apr 29 18:31:55 EDT 2024,15,5,Assignment5TwoClientSuite,A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMITwoClientConnection+ ,GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments GIPCRMITwoClientReadWriteNonAtomic+ ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast , ,11,1,true,GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast ,GIPCRMIClientMetaStateBroadcast-(0.0/20.0) GIPCRMIClientMetaStateNoBroadcast-(0.0/20.0) GIPCRMIServerMetaStateBroadcast-(0.0/20.0) GIPCRMIServerMetaStateNoBroadcast-(0.0/20.0) GIPCRMITwoClientConnection-(20.0/20.0) GIPCRMITwoClientReadWriteNonAtomic-(17.5/20.0) , ,
30,Mon Apr 29 18:33:19 EDT 2024,15,0,Assignment5TwoClientSuite,A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMITwoClientConnection ,GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments GIPCRMITwoClientReadWriteNonAtomic ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast , ,11,2,true,GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast ,GIPCRMIClientMetaStateBroadcast-(0.0/20.0) GIPCRMIClientMetaStateNoBroadcast-(0.0/20.0) GIPCRMIServerMetaStateBroadcast-(0.0/20.0) GIPCRMIServerMetaStateNoBroadcast-(0.0/20.0) GIPCRMITwoClientConnection-(20.0/20.0) GIPCRMITwoClientReadWriteNonAtomic-(17.5/20.0) , ,
30,Mon Apr 29 18:33:19 EDT 2024,15,0,Assignment5TwoClientSuite,A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMITwoClientConnection ,GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments GIPCRMITwoClientReadWriteNonAtomic ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast , ,11,2,true,GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast ,GIPCRMIClientMetaStateBroadcast-(0.0/20.0) GIPCRMIClientMetaStateNoBroadcast-(0.0/20.0) GIPCRMIServerMetaStateBroadcast-(0.0/20.0) GIPCRMIServerMetaStateNoBroadcast-(0.0/20.0) GIPCRMITwoClientConnection-(20.0/20.0) GIPCRMITwoClientReadWriteNonAtomic-(17.5/20.0) , ,
31,Mon Apr 29 18:33:21 EDT 2024,15,0,Assignment5TwoClientSuite,A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMITwoClientConnection ,GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments GIPCRMITwoClientReadWriteNonAtomic ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast , ,11,3,true,GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast ,GIPCRMIClientMetaStateBroadcast-(0.0/20.0) GIPCRMIClientMetaStateNoBroadcast-(0.0/20.0) GIPCRMIServerMetaStateBroadcast-(0.0/20.0) GIPCRMIServerMetaStateNoBroadcast-(0.0/20.0) GIPCRMITwoClientConnection-(20.0/20.0) GIPCRMITwoClientReadWriteNonAtomic-(17.5/20.0) , ,
